dataset,metric,threshold,similarity
pvivax,PageRank,0.19,0.3379416282642089
pvivax,PageRank,0.9,0.6451612903225807
pvivax,PageRank,0.89,0.6451612903225807
pvivax,PageRank,0.18,0.3379416282642089
pvivax,PageRank,0.17,0.3379416282642089
pvivax,PageRank,0.16,0.3686635944700461
pvivax,PageRank,0.15,0.3686635944700461
pvivax,Redundancy,0.2,0.0
pvivax,Redundancy,0.21,0.0
pvivax,Redundancy,0.22,0.030721966205837177
pvivax,Redundancy,0.23,0.030721966205837177
pvivax,Redundancy,0.24,0.030721966205837177
pvivax,Redundancy,0.25,0.030721966205837177
pvivax,Redundancy,0.26,0.061443932411674354
pvivax,Redundancy,0.27,0.061443932411674354
pvivax,Redundancy,0.28,0.061443932411674354
pvivax,Redundancy,0.29,0.09216589861751152
pvivax,Redundancy,0.3,0.09216589861751152
pvivax,Redundancy,0.31,0.09216589861751152
pvivax,Redundancy,0.32,0.12288786482334871
pvivax,Redundancy,0.33,0.12288786482334871
pvivax,Redundancy,0.34,0.12288786482334871
pvivax,Redundancy,0.35,0.15360983102918588
pvivax,Redundancy,0.36,0.18433179723502305
pvivax,Redundancy,0.37,0.18433179723502305
pvivax,Redundancy,0.38,0.18433179723502305
pvivax,Redundancy,0.39,0.18433179723502305
pvivax,Redundancy,0.4,0.18433179723502305
pvivax,Redundancy,0.41,0.18433179723502305
pvivax,Redundancy,0.42,0.21505376344086025
pvivax,Redundancy,0.43,0.24577572964669742
pvivax,Redundancy,0.44,0.24577572964669742
pvivax,Redundancy,0.45,0.3686635944700461
pvivax,Redundancy,0.46,0.39938556067588327
pvivax,Redundancy,0.47,0.4301075268817205
pvivax,Redundancy,0.48,0.49155145929339483
pvivax,Redundancy,0.49,0.39938556067588327
pvivax,Redundancy,0.5,0.39938556067588327
pvivax,Redundancy,0.51,0.39938556067588327
pvivax,Redundancy,0.52,0.46082949308755766
pvivax,Redundancy,0.53,0.522273425499232
pvivax,Redundancy,0.54,0.49155145929339483
pvivax,Redundancy,0.55,0.5529953917050692
pvivax,Redundancy,0.56,0.5837173579109064
pvivax,Redundancy,0.57,0.7066052227342551
pvivax,Redundancy,0.58,0.7680491551459294
pvivax,Redundancy,0.59,0.7987711213517665
pvivax,Redundancy,0.6,0.7987711213517665
pvivax,Redundancy,0.61,0.7987711213517665
pvivax,Redundancy,0.62,0.8294930875576038
pvivax,Redundancy,0.63,0.9216589861751153
pvivax,Redundancy,0.64,0.8294930875576038
pvivax,Redundancy,0.65,0.8909370199692781
pvivax,Redundancy,0.66,0.9523809523809524
pvivax,Redundancy,0.72,0.9831029185867897
pvivax,Redundancy,0.73,1.0
pvivax,Redundancy,0.74,0.9831029185867897
pvivax,Redundancy,0.75,0.9831029185867897
pvivax,Redundancy,0.76,0.9831029185867897
pvivax,Redundancy,0.77,1.0
pvivax,Redundancy,0.78,0.9831029185867897
pvivax,Redundancy,0.71,0.9831029185867897
pvivax,Redundancy,0.79,0.9831029185867897
pvivax,Redundancy,0.8,0.9831029185867897
pvivax,Redundancy,0.81,0.9831029185867897
pvivax,Redundancy,0.82,0.9831029185867897
pvivax,Redundancy,0.7,0.9831029185867897
pvivax,Redundancy,0.83,1.0
pvivax,Redundancy,0.67,0.9523809523809524
pvivax,Redundancy,0.69,0.9831029185867897
pvivax,Redundancy,0.68,0.9523809523809524
pvivax,Redundancy,0.84,0.9831029185867897
pvivax,Redundancy,0.85,0.9523809523809524
pvivax,Redundancy,0.86,0.8909370199692781
pvivax,Redundancy,0.87,0.9216589861751153
pvivax,Redundancy,0.99,0.7066052227342551
pvivax,Redundancy,0.88,0.8294930875576038
pvivax,Redundancy,0.98,0.7680491551459294
pvivax,Redundancy,0.95,0.7987711213517665
pvivax,Redundancy,0.97,0.7987711213517665
pvivax,Redundancy,0.96,0.7987711213517665
pvivax,Redundancy,0.94,0.7680491551459294
pvivax,Redundancy,0.93,0.7680491551459294
pvivax,Redundancy,0.92,0.7680491551459294
pvivax,Redundancy,0.91,0.7987711213517665
pvivax,Redundancy,0.19,0.0
pvivax,Redundancy,0.9,0.8294930875576038
pvivax,Redundancy,0.89,0.8294930875576038
pvivax,Redundancy,0.18,0.0
pvivax,Redundancy,0.17,0.0
pvivax,Redundancy,0.16,0.0
pvivax,Redundancy,0.15,0.0
ecoli,Betweenness,0.57,0.7722007722007722
ecoli,Betweenness,0.58,0.7722007722007722
ecoli,Betweenness,0.6,0.7480694980694981
ecoli,Betweenness,0.59,0.7722007722007722
ecoli,Betweenness,0.65,0.8445945945945946
ecoli,Betweenness,0.62,0.8445945945945946
ecoli,Betweenness,0.64,0.8928571428571429
ecoli,Betweenness,0.61,0.7963320463320464
ecoli,Betweenness,0.66,0.8445945945945946
ecoli,Betweenness,0.67,0.8445945945945946
ecoli,Betweenness,0.63,0.8687258687258688
ecoli,Betweenness,0.68,0.8687258687258688
ecoli,Betweenness,0.69,0.8687258687258688
ecoli,Betweenness,0.7,0.8928571428571429
ecoli,Betweenness,0.71,0.916988416988417
ecoli,Betweenness,0.75,0.916988416988417
ecoli,Betweenness,0.74,0.8928571428571429
ecoli,Betweenness,0.73,0.9411196911196912
ecoli,Betweenness,0.76,0.9411196911196912
ecoli,Betweenness,0.72,0.8928571428571429
ecoli,Betweenness,0.78,0.8687258687258688
ecoli,Betweenness,0.77,0.916988416988417
ecoli,Betweenness,0.85,0.8687258687258688
ecoli,Betweenness,0.86,0.8687258687258688
ecoli,Betweenness,0.83,0.8687258687258688
ecoli,Betweenness,0.15,0.5308880308880309
ecoli,Betweenness,0.2,0.5791505791505792
ecoli,Betweenness,0.21,0.5550193050193051
ecoli,Betweenness,0.22,0.5791505791505792
ecoli,Betweenness,0.23,0.5791505791505792
ecoli,Betweenness,0.24,0.5791505791505792
ecoli,Betweenness,0.25,0.5791505791505792
ecoli,Betweenness,0.26,0.5550193050193051
ecoli,Betweenness,0.27,0.6032818532818534
ecoli,Betweenness,0.28,0.6274131274131275
ecoli,Betweenness,0.29,0.6274131274131275
ecoli,Betweenness,0.3,0.6274131274131275
ecoli,Betweenness,0.31,0.6515444015444016
ecoli,Betweenness,0.32,0.6274131274131275
ecoli,Betweenness,0.33,0.6032818532818534
ecoli,Betweenness,0.34,0.6515444015444016
ecoli,Betweenness,0.35,0.6756756756756757
ecoli,Betweenness,0.36,0.6274131274131275
ecoli,Betweenness,0.37,0.6274131274131275
ecoli,Betweenness,0.38,0.6274131274131275
ecoli,Betweenness,0.39,0.6274131274131275
ecoli,Betweenness,0.4,0.6998069498069498
ecoli,Betweenness,0.41,0.7239382239382239
ecoli,Betweenness,0.42,0.7239382239382239
ecoli,Betweenness,0.43,0.7480694980694981
ecoli,Betweenness,0.44,0.7480694980694981
ecoli,Betweenness,0.45,0.7480694980694981
ecoli,Betweenness,0.46,0.7480694980694981
ecoli,Betweenness,0.84,0.8445945945945946
ecoli,Betweenness,0.47,0.7239382239382239
ecoli,Betweenness,0.48,0.7239382239382239
ecoli,Betweenness,0.49,0.7480694980694981
ecoli,Betweenness,0.5,0.7239382239382239
ecoli,Betweenness,0.51,0.7480694980694981
ecoli,Betweenness,0.52,0.7239382239382239
ecoli,Betweenness,0.53,0.7239382239382239
ecoli,Betweenness,0.54,0.7239382239382239
ecoli,Betweenness,0.55,0.7239382239382239
ecoli,Betweenness,0.56,0.7480694980694981
ecoli,Betweenness,0.81,0.8687258687258688
ecoli,Betweenness,0.82,0.8687258687258688
ecoli,Betweenness,0.8,0.8687258687258688
ecoli,Betweenness,0.79,0.8928571428571429
ecoli,Betweenness,0.87,0.8687258687258688
ecoli,Betweenness,0.88,0.8687258687258688
ecoli,Betweenness,0.99,0.31370656370656375
ecoli,Betweenness,0.97,0.4343629343629344
ecoli,Betweenness,0.98,0.4584942084942085
ecoli,Betweenness,0.96,0.5067567567567568
ecoli,Betweenness,0.95,0.5791505791505792
ecoli,Betweenness,0.93,0.6274131274131275
ecoli,Betweenness,0.89,0.8204633204633205
ecoli,Betweenness,0.91,0.7480694980694981
ecoli,Betweenness,0.9,0.7480694980694981
ecoli,Betweenness,0.94,0.6756756756756757
ecoli,Betweenness,0.92,0.6515444015444016
ecoli,Betweenness,0.19,0.5791505791505792
ecoli,Betweenness,0.18,0.5791505791505792
ecoli,Betweenness,0.17,0.5550193050193051
ecoli,Betweenness,0.16,0.5550193050193051
ecoli,Degree,0.57,0.7963320463320464
ecoli,Degree,0.58,0.8445945945945946
ecoli,Degree,0.6,0.8928571428571429
ecoli,Degree,0.59,0.8687258687258688
ecoli,Degree,0.65,0.9893822393822395
ecoli,Degree,0.62,0.9652509652509653
ecoli,Degree,0.64,0.9893822393822395
ecoli,Degree,0.61,0.9411196911196912
ecoli,Degree,0.66,0.9893822393822395
ecoli,Degree,0.67,1.0
ecoli,Degree,0.63,0.9893822393822395
ecoli,Degree,0.68,1.0
ecoli,Degree,0.69,1.0
ecoli,Degree,0.7,1.0
ecoli,Degree,0.71,1.0
ecoli,Degree,0.75,1.0
ecoli,Degree,0.74,1.0
ecoli,Degree,0.73,1.0
ecoli,Degree,0.76,1.0
ecoli,Degree,0.72,1.0
ecoli,Degree,0.78,0.9893822393822395
ecoli,Degree,0.77,1.0
ecoli,Degree,0.85,0.9652509652509653
ecoli,Degree,0.86,0.9411196911196912
ecoli,Degree,0.83,0.9652509652509653
ecoli,Degree,0.15,0.19305019305019305
ecoli,Degree,0.2,0.26544401544401547
ecoli,Degree,0.21,0.26544401544401547
ecoli,Degree,0.22,0.2895752895752896
ecoli,Degree,0.23,0.26544401544401547
ecoli,Degree,0.24,0.26544401544401547
ecoli,Degree,0.25,0.2895752895752896
ecoli,Degree,0.26,0.31370656370656375
ecoli,Degree,0.27,0.33783783783783783
ecoli,Degree,0.28,0.36196911196911197
ecoli,Degree,0.29,0.3861003861003861
ecoli,Degree,0.3,0.3861003861003861
ecoli,Degree,0.31,0.3861003861003861
ecoli,Degree,0.32,0.3861003861003861
ecoli,Degree,0.33,0.3861003861003861
ecoli,Degree,0.34,0.3861003861003861
ecoli,Degree,0.35,0.3861003861003861
ecoli,Degree,0.36,0.3861003861003861
ecoli,Degree,0.37,0.3861003861003861
ecoli,Degree,0.38,0.3861003861003861
ecoli,Degree,0.39,0.41023166023166024
ecoli,Degree,0.4,0.4584942084942085
ecoli,Degree,0.41,0.4343629343629344
ecoli,Degree,0.42,0.4584942084942085
ecoli,Degree,0.43,0.4584942084942085
ecoli,Degree,0.44,0.48262548262548266
ecoli,Degree,0.45,0.5067567567567568
ecoli,Degree,0.46,0.5550193050193051
ecoli,Degree,0.84,0.9652509652509653
ecoli,Degree,0.47,0.5550193050193051
ecoli,Degree,0.48,0.6032818532818534
ecoli,Degree,0.49,0.6032818532818534
ecoli,Degree,0.5,0.6274131274131275
ecoli,Degree,0.51,0.6032818532818534
ecoli,Degree,0.52,0.6515444015444016
ecoli,Degree,0.53,0.6756756756756757
ecoli,Degree,0.54,0.7480694980694981
ecoli,Degree,0.55,0.7722007722007722
ecoli,Degree,0.56,0.7722007722007722
ecoli,Degree,0.81,0.9652509652509653
ecoli,Degree,0.82,0.9893822393822395
ecoli,Degree,0.8,0.9893822393822395
ecoli,Degree,0.79,0.9893822393822395
ecoli,Degree,0.87,0.8928571428571429
ecoli,Degree,0.88,0.8445945945945946
ecoli,Degree,0.99,0.7722007722007722
ecoli,Degree,0.97,0.7722007722007722
ecoli,Degree,0.98,0.7722007722007722
ecoli,Degree,0.96,0.7963320463320464
ecoli,Degree,0.95,0.8204633204633205
ecoli,Degree,0.93,0.8445945945945946
ecoli,Degree,0.89,0.8204633204633205
ecoli,Degree,0.91,0.8687258687258688
ecoli,Degree,0.9,0.8204633204633205
ecoli,Degree,0.94,0.8204633204633205
ecoli,Degree,0.92,0.8445945945945946
ecoli,Degree,0.19,0.24131274131274133
ecoli,Degree,0.18,0.24131274131274133
ecoli,Degree,0.17,0.24131274131274133
ecoli,Degree,0.16,0.24131274131274133
ecoli,Ego1Edges,0.57,1.0
ecoli,Ego1Edges,0.58,1.0
ecoli,Ego1Edges,0.6,1.0
ecoli,Ego1Edges,0.59,1.0
ecoli,Ego1Edges,0.65,1.0
ecoli,Ego1Edges,0.62,1.0
ecoli,Ego1Edges,0.64,1.0
ecoli,Ego1Edges,0.61,1.0
ecoli,Ego1Edges,0.66,1.0
ecoli,Ego1Edges,0.67,1.0
ecoli,Ego1Edges,0.63,1.0
ecoli,Ego1Edges,0.68,1.0
ecoli,Ego1Edges,0.69,1.0
ecoli,Ego1Edges,0.7,1.0
ecoli,Ego1Edges,0.71,1.0
ecoli,Ego1Edges,0.75,1.0
ecoli,Ego1Edges,0.74,1.0
ecoli,Ego1Edges,0.73,1.0
ecoli,Ego1Edges,0.76,1.0
ecoli,Ego1Edges,0.72,1.0
ecoli,Ego1Edges,0.78,1.0
ecoli,Ego1Edges,0.77,1.0
ecoli,Ego1Edges,0.85,1.0
ecoli,Ego1Edges,0.86,1.0
ecoli,Ego1Edges,0.83,1.0
ecoli,Ego1Edges,0.15,0.0723938223938224
ecoli,Ego1Edges,0.2,0.09652509652509653
ecoli,Ego1Edges,0.21,0.12065637065637067
ecoli,Ego1Edges,0.22,0.12065637065637067
ecoli,Ego1Edges,0.23,0.12065637065637067
ecoli,Ego1Edges,0.24,0.12065637065637067
ecoli,Ego1Edges,0.25,0.1447876447876448
ecoli,Ego1Edges,0.26,0.16891891891891891
ecoli,Ego1Edges,0.27,0.16891891891891891
ecoli,Ego1Edges,0.28,0.19305019305019305
ecoli,Ego1Edges,0.29,0.26544401544401547
ecoli,Ego1Edges,0.3,0.26544401544401547
ecoli,Ego1Edges,0.31,0.31370656370656375
ecoli,Ego1Edges,0.32,0.36196911196911197
ecoli,Ego1Edges,0.33,0.36196911196911197
ecoli,Ego1Edges,0.34,0.3861003861003861
ecoli,Ego1Edges,0.35,0.41023166023166024
ecoli,Ego1Edges,0.36,0.4343629343629344
ecoli,Ego1Edges,0.37,0.48262548262548266
ecoli,Ego1Edges,0.38,0.5550193050193051
ecoli,Ego1Edges,0.39,0.5791505791505792
ecoli,Ego1Edges,0.4,0.6032818532818534
ecoli,Ego1Edges,0.41,0.6515444015444016
ecoli,Ego1Edges,0.42,0.6998069498069498
ecoli,Ego1Edges,0.43,0.7239382239382239
ecoli,Ego1Edges,0.44,0.7480694980694981
ecoli,Ego1Edges,0.45,0.8204633204633205
ecoli,Ego1Edges,0.46,0.8445945945945946
ecoli,Ego1Edges,0.84,1.0
ecoli,Ego1Edges,0.47,0.8687258687258688
ecoli,Ego1Edges,0.48,0.8928571428571429
ecoli,Ego1Edges,0.49,0.916988416988417
ecoli,Ego1Edges,0.5,0.9893822393822395
ecoli,Ego1Edges,0.51,1.0
ecoli,Ego1Edges,0.52,1.0
ecoli,Ego1Edges,0.53,1.0
ecoli,Ego1Edges,0.54,1.0
ecoli,Ego1Edges,0.55,1.0
ecoli,Ego1Edges,0.56,1.0
ecoli,Ego1Edges,0.81,1.0
ecoli,Ego1Edges,0.82,1.0
ecoli,Ego1Edges,0.8,1.0
ecoli,Ego1Edges,0.79,1.0
ecoli,Ego1Edges,0.87,1.0
ecoli,Ego1Edges,0.88,1.0
ecoli,Ego1Edges,0.99,0.9893822393822395
ecoli,Ego1Edges,0.97,0.9893822393822395
ecoli,Ego1Edges,0.98,0.9893822393822395
ecoli,Ego1Edges,0.96,0.9893822393822395
ecoli,Ego1Edges,0.95,0.9893822393822395
ecoli,Ego1Edges,0.93,1.0
ecoli,Ego1Edges,0.89,1.0
ecoli,Ego1Edges,0.91,1.0
ecoli,Ego1Edges,0.9,1.0
ecoli,Ego1Edges,0.94,1.0
ecoli,Ego1Edges,0.92,1.0
ecoli,Ego1Edges,0.19,0.09652509652509653
ecoli,Ego1Edges,0.18,0.09652509652509653
ecoli,Ego1Edges,0.17,0.09652509652509653
ecoli,Ego1Edges,0.16,0.09652509652509653
ecoli,Ego2Nodes,0.57,0.8687258687258688
ecoli,Ego2Nodes,0.58,0.8928571428571429
ecoli,Ego2Nodes,0.6,0.916988416988417
ecoli,Ego2Nodes,0.59,0.8928571428571429
ecoli,Ego2Nodes,0.65,0.8928571428571429
ecoli,Ego2Nodes,0.62,0.916988416988417
ecoli,Ego2Nodes,0.64,0.916988416988417
ecoli,Ego2Nodes,0.61,0.8928571428571429
ecoli,Ego2Nodes,0.66,0.916988416988417
ecoli,Ego2Nodes,0.67,0.9652509652509653
ecoli,Ego2Nodes,0.63,0.9411196911196912
ecoli,Ego2Nodes,0.68,0.9411196911196912
ecoli,Ego2Nodes,0.69,0.9411196911196912
ecoli,Ego2Nodes,0.7,0.9652509652509653
ecoli,Ego2Nodes,0.71,0.9893822393822395
ecoli,Ego2Nodes,0.75,0.9893822393822395
ecoli,Ego2Nodes,0.74,0.9652509652509653
ecoli,Ego2Nodes,0.73,0.9652509652509653
ecoli,Ego2Nodes,0.76,0.9652509652509653
ecoli,Ego2Nodes,0.72,0.9652509652509653
ecoli,Ego2Nodes,0.78,0.9893822393822395
ecoli,Ego2Nodes,0.77,1.0
ecoli,Ego2Nodes,0.85,0.9411196911196912
ecoli,Ego2Nodes,0.86,0.9411196911196912
ecoli,Ego2Nodes,0.83,0.9652509652509653
ecoli,Ego2Nodes,0.15,0.33783783783783783
ecoli,Ego2Nodes,0.2,0.48262548262548266
ecoli,Ego2Nodes,0.21,0.5550193050193051
ecoli,Ego2Nodes,0.22,0.5550193050193051
ecoli,Ego2Nodes,0.23,0.5550193050193051
ecoli,Ego2Nodes,0.24,0.5550193050193051
ecoli,Ego2Nodes,0.25,0.5550193050193051
ecoli,Ego2Nodes,0.26,0.5791505791505792
ecoli,Ego2Nodes,0.27,0.6032818532818534
ecoli,Ego2Nodes,0.28,0.6515444015444016
ecoli,Ego2Nodes,0.29,0.6515444015444016
ecoli,Ego2Nodes,0.3,0.6756756756756757
ecoli,Ego2Nodes,0.31,0.6756756756756757
ecoli,Ego2Nodes,0.32,0.6274131274131275
ecoli,Ego2Nodes,0.33,0.6515444015444016
ecoli,Ego2Nodes,0.34,0.6515444015444016
ecoli,Ego2Nodes,0.35,0.6274131274131275
ecoli,Ego2Nodes,0.36,0.6274131274131275
ecoli,Ego2Nodes,0.37,0.6515444015444016
ecoli,Ego2Nodes,0.38,0.6515444015444016
ecoli,Ego2Nodes,0.39,0.6515444015444016
ecoli,Ego2Nodes,0.4,0.6515444015444016
ecoli,Ego2Nodes,0.41,0.6998069498069498
ecoli,Ego2Nodes,0.42,0.6756756756756757
ecoli,Ego2Nodes,0.43,0.6756756756756757
ecoli,Ego2Nodes,0.44,0.6756756756756757
ecoli,Ego2Nodes,0.45,0.7480694980694981
ecoli,Ego2Nodes,0.46,0.7480694980694981
ecoli,Ego2Nodes,0.84,0.9411196911196912
ecoli,Ego2Nodes,0.47,0.7722007722007722
ecoli,Ego2Nodes,0.48,0.7722007722007722
ecoli,Ego2Nodes,0.49,0.8204633204633205
ecoli,Ego2Nodes,0.5,0.8204633204633205
ecoli,Ego2Nodes,0.51,0.8204633204633205
ecoli,Ego2Nodes,0.52,0.7963320463320464
ecoli,Ego2Nodes,0.53,0.8445945945945946
ecoli,Ego2Nodes,0.54,0.8204633204633205
ecoli,Ego2Nodes,0.55,0.8204633204633205
ecoli,Ego2Nodes,0.56,0.8687258687258688
ecoli,Ego2Nodes,0.81,0.9652509652509653
ecoli,Ego2Nodes,0.82,0.9893822393822395
ecoli,Ego2Nodes,0.8,0.9652509652509653
ecoli,Ego2Nodes,0.79,0.9652509652509653
ecoli,Ego2Nodes,0.87,0.916988416988417
ecoli,Ego2Nodes,0.88,0.8687258687258688
ecoli,Ego2Nodes,0.99,0.1447876447876448
ecoli,Ego2Nodes,0.97,0.19305019305019305
ecoli,Ego2Nodes,0.98,0.16891891891891891
ecoli,Ego2Nodes,0.96,0.2895752895752896
ecoli,Ego2Nodes,0.95,0.36196911196911197
ecoli,Ego2Nodes,0.93,0.5067567567567568
ecoli,Ego2Nodes,0.89,0.7963320463320464
ecoli,Ego2Nodes,0.91,0.6032818532818534
ecoli,Ego2Nodes,0.9,0.7239382239382239
ecoli,Ego2Nodes,0.94,0.4584942084942085
ecoli,Ego2Nodes,0.92,0.5550193050193051
ecoli,Ego2Nodes,0.19,0.48262548262548266
ecoli,Ego2Nodes,0.18,0.41023166023166024
ecoli,Ego2Nodes,0.17,0.3861003861003861
ecoli,Ego2Nodes,0.16,0.3861003861003861
ecoli,EgoRatio,0.57,0.5308880308880309
ecoli,EgoRatio,0.58,0.6515444015444016
ecoli,EgoRatio,0.6,0.6998069498069498
ecoli,EgoRatio,0.59,0.6515444015444016
ecoli,EgoRatio,0.65,1.0
ecoli,EgoRatio,0.62,0.9652509652509653
ecoli,EgoRatio,0.64,1.0
ecoli,EgoRatio,0.61,0.7963320463320464
ecoli,EgoRatio,0.66,1.0
ecoli,EgoRatio,0.67,1.0
ecoli,EgoRatio,0.63,0.9652509652509653
ecoli,EgoRatio,0.68,1.0
ecoli,EgoRatio,0.69,1.0
ecoli,EgoRatio,0.7,0.9893822393822395
ecoli,EgoRatio,0.71,0.9893822393822395
ecoli,EgoRatio,0.75,0.7963320463320464
ecoli,EgoRatio,0.74,0.8445945945945946
ecoli,EgoRatio,0.73,0.8928571428571429
ecoli,EgoRatio,0.76,0.7963320463320464
ecoli,EgoRatio,0.72,0.8928571428571429
ecoli,EgoRatio,0.78,0.7722007722007722
ecoli,EgoRatio,0.77,0.7722007722007722
ecoli,EgoRatio,0.85,0.6515444015444016
ecoli,EgoRatio,0.86,0.6274131274131275
ecoli,EgoRatio,0.83,0.6756756756756757
ecoli,EgoRatio,0.15,0.0
ecoli,EgoRatio,0.2,0.0
ecoli,EgoRatio,0.21,0.0
ecoli,EgoRatio,0.22,0.0
ecoli,EgoRatio,0.23,0.0
ecoli,EgoRatio,0.24,0.0
ecoli,EgoRatio,0.25,0.04826254826254826
ecoli,EgoRatio,0.26,0.04826254826254826
ecoli,EgoRatio,0.27,0.04826254826254826
ecoli,EgoRatio,0.28,0.04826254826254826
ecoli,EgoRatio,0.29,0.0723938223938224
ecoli,EgoRatio,0.3,0.09652509652509653
ecoli,EgoRatio,0.31,0.09652509652509653
ecoli,EgoRatio,0.32,0.1447876447876448
ecoli,EgoRatio,0.33,0.19305019305019305
ecoli,EgoRatio,0.34,0.2171814671814672
ecoli,EgoRatio,0.35,0.24131274131274133
ecoli,EgoRatio,0.36,0.33783783783783783
ecoli,EgoRatio,0.37,0.31370656370656375
ecoli,EgoRatio,0.38,0.31370656370656375
ecoli,EgoRatio,0.39,0.31370656370656375
ecoli,EgoRatio,0.4,0.31370656370656375
ecoli,EgoRatio,0.41,0.31370656370656375
ecoli,EgoRatio,0.42,0.31370656370656375
ecoli,EgoRatio,0.43,0.33783783783783783
ecoli,EgoRatio,0.44,0.33783783783783783
ecoli,EgoRatio,0.45,0.41023166023166024
ecoli,EgoRatio,0.46,0.48262548262548266
ecoli,EgoRatio,0.84,0.6756756756756757
ecoli,EgoRatio,0.47,0.4343629343629344
ecoli,EgoRatio,0.48,0.4343629343629344
ecoli,EgoRatio,0.49,0.4584942084942085
ecoli,EgoRatio,0.5,0.41023166023166024
ecoli,EgoRatio,0.51,0.4584942084942085
ecoli,EgoRatio,0.52,0.4584942084942085
ecoli,EgoRatio,0.53,0.48262548262548266
ecoli,EgoRatio,0.54,0.48262548262548266
ecoli,EgoRatio,0.55,0.48262548262548266
ecoli,EgoRatio,0.56,0.5067567567567568
ecoli,EgoRatio,0.81,0.7239382239382239
ecoli,EgoRatio,0.82,0.6756756756756757
ecoli,EgoRatio,0.8,0.7480694980694981
ecoli,EgoRatio,0.79,0.7722007722007722
ecoli,EgoRatio,0.87,0.6274131274131275
ecoli,EgoRatio,0.88,0.6274131274131275
ecoli,EgoRatio,0.99,0.5308880308880309
ecoli,EgoRatio,0.97,0.5308880308880309
ecoli,EgoRatio,0.98,0.5308880308880309
ecoli,EgoRatio,0.96,0.5550193050193051
ecoli,EgoRatio,0.95,0.5550193050193051
ecoli,EgoRatio,0.93,0.6032818532818534
ecoli,EgoRatio,0.89,0.6274131274131275
ecoli,EgoRatio,0.91,0.6274131274131275
ecoli,EgoRatio,0.9,0.6274131274131275
ecoli,EgoRatio,0.94,0.5550193050193051
ecoli,EgoRatio,0.92,0.6032818532818534
ecoli,EgoRatio,0.19,0.0
ecoli,EgoRatio,0.18,0.0
ecoli,EgoRatio,0.17,0.0
ecoli,EgoRatio,0.16,0.0
ecoli,LocalClustering,0.57,0.31370656370656375
ecoli,LocalClustering,0.58,0.3861003861003861
ecoli,LocalClustering,0.6,0.41023166023166024
ecoli,LocalClustering,0.59,0.41023166023166024
ecoli,LocalClustering,0.65,0.4584942084942085
ecoli,LocalClustering,0.62,0.3861003861003861
ecoli,LocalClustering,0.64,0.4584942084942085
ecoli,LocalClustering,0.61,0.4343629343629344
ecoli,LocalClustering,0.66,0.4584942084942085
ecoli,LocalClustering,0.67,0.3861003861003861
ecoli,LocalClustering,0.63,0.3861003861003861
ecoli,LocalClustering,0.68,0.3861003861003861
ecoli,LocalClustering,0.69,0.41023166023166024
ecoli,LocalClustering,0.7,0.41023166023166024
ecoli,LocalClustering,0.71,0.41023166023166024
ecoli,LocalClustering,0.75,0.4343629343629344
ecoli,LocalClustering,0.74,0.36196911196911197
ecoli,LocalClustering,0.73,0.33783783783783783
ecoli,LocalClustering,0.76,0.4343629343629344
ecoli,LocalClustering,0.72,0.33783783783783783
ecoli,LocalClustering,0.78,0.4343629343629344
ecoli,LocalClustering,0.77,0.4343629343629344
ecoli,LocalClustering,0.85,0.41023166023166024
ecoli,LocalClustering,0.86,0.41023166023166024
ecoli,LocalClustering,0.83,0.3861003861003861
ecoli,LocalClustering,0.15,0.04826254826254826
ecoli,LocalClustering,0.2,0.0723938223938224
ecoli,LocalClustering,0.21,0.0723938223938224
ecoli,LocalClustering,0.22,0.1447876447876448
ecoli,LocalClustering,0.23,0.09652509652509653
ecoli,LocalClustering,0.24,0.09652509652509653
ecoli,LocalClustering,0.25,0.0723938223938224
ecoli,LocalClustering,0.26,0.12065637065637067
ecoli,LocalClustering,0.27,0.12065637065637067
ecoli,LocalClustering,0.28,0.12065637065637067
ecoli,LocalClustering,0.29,0.12065637065637067
ecoli,LocalClustering,0.3,0.1447876447876448
ecoli,LocalClustering,0.31,0.1447876447876448
ecoli,LocalClustering,0.32,0.1447876447876448
ecoli,LocalClustering,0.33,0.12065637065637067
ecoli,LocalClustering,0.34,0.12065637065637067
ecoli,LocalClustering,0.35,0.1447876447876448
ecoli,LocalClustering,0.36,0.16891891891891891
ecoli,LocalClustering,0.37,0.19305019305019305
ecoli,LocalClustering,0.38,0.24131274131274133
ecoli,LocalClustering,0.39,0.24131274131274133
ecoli,LocalClustering,0.4,0.26544401544401547
ecoli,LocalClustering,0.41,0.24131274131274133
ecoli,LocalClustering,0.42,0.24131274131274133
ecoli,LocalClustering,0.43,0.2895752895752896
ecoli,LocalClustering,0.44,0.2895752895752896
ecoli,LocalClustering,0.45,0.31370656370656375
ecoli,LocalClustering,0.46,0.33783783783783783
ecoli,LocalClustering,0.84,0.3861003861003861
ecoli,LocalClustering,0.47,0.3861003861003861
ecoli,LocalClustering,0.48,0.3861003861003861
ecoli,LocalClustering,0.49,0.31370656370656375
ecoli,LocalClustering,0.5,0.36196911196911197
ecoli,LocalClustering,0.51,0.36196911196911197
ecoli,LocalClustering,0.52,0.3861003861003861
ecoli,LocalClustering,0.53,0.3861003861003861
ecoli,LocalClustering,0.54,0.3861003861003861
ecoli,LocalClustering,0.55,0.3861003861003861
ecoli,LocalClustering,0.56,0.31370656370656375
ecoli,LocalClustering,0.81,0.4343629343629344
ecoli,LocalClustering,0.82,0.4343629343629344
